"","Site","Date","day_of_year","year","Tidal.elevation","quadrat.number","quad.distance","size","treatment"
"702","Aramburu Central","10/20/17",293,"2017","1.5",7,"18",13,"eradication"
"703","Aramburu Central","10/20/17",293,"2017","1.5",8,"21",25,"eradication"
"704","Aramburu Central","10/20/17",293,"2017","1.5",9,"24",10,"eradication"
"705","Aramburu Central","10/20/17",293,"2017","1.5",9,"24",11,"eradication"
"706","Aramburu Central","10/20/17",293,"2017","1.5",9,"24",8,"eradication"
"707","Aramburu Central","10/20/17",293,"2017","1.5",9,"24",23,"eradication"
"708","Aramburu Central","10/20/17",293,"2017","1.5",10,"27",25,"eradication"
"709","Aramburu Central","10/20/17",293,"2017","1.5",10,"27",21,"eradication"
"710","Aramburu Central","10/20/17",293,"2017","1.5",10,"27",21,"eradication"
"711","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",9,"eradication"
"712","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",25,"eradication"
"713","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",22,"eradication"
"714","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",20,"eradication"
"715","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",19,"eradication"
"716","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",24,"eradication"
"717","Aramburu Central","10/20/17",293,"2017","2.5",1,"0",21,"eradication"
"718","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",10,"eradication"
"719","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",20,"eradication"
"720","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",19,"eradication"
"721","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",22,"eradication"
"722","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",4,"eradication"
"723","Aramburu Central","10/20/17",293,"2017","2.5",5,"12",7,"eradication"
"724","Aramburu South","10/19/17",292,"2017","1.5",2,"3",21,"control"
"725","Aramburu South","10/19/17",292,"2017","1.5",2,"3",11,"control"
"726","Aramburu South","10/19/17",292,"2017","1.5",3,"6",6,"control"
"727","Aramburu South","10/19/17",292,"2017","1.5",3,"6",7,"control"
"728","Aramburu South","10/19/17",292,"2017","1.5",3,"6",10,"control"
"729","Aramburu South","10/19/17",292,"2017","1.5",3,"6",5,"control"
"730","Aramburu South","10/19/17",292,"2017","1.5",3,"6",9,"control"
"731","Aramburu South","10/19/17",292,"2017","1.5",3,"6",5,"control"
"732","Aramburu South","10/19/17",292,"2017","1.5",3,"6",5,"control"
"733","Aramburu South","10/19/17",292,"2017","1.5",3,"6",5,"control"
"734","Aramburu South","10/19/17",292,"2017","1.5",3,"6",8,"control"
"735","Aramburu South","10/19/17",292,"2017","1.5",3,"6",14,"control"
"736","Aramburu South","10/19/17",292,"2017","1.5",4,"9",13,"control"
"737","Aramburu South","10/19/17",292,"2017","1.5",4,"9",27,"control"
"738","Aramburu South","10/19/17",292,"2017","1.5",4,"9",25,"control"
"739","Aramburu South","10/19/17",292,"2017","1.5",4,"9",25,"control"
"740","Aramburu South","10/19/17",292,"2017","1.5",4,"9",25,"control"
"741","Aramburu South","10/19/17",292,"2017","1.5",4,"9",11,"control"
"742","Aramburu South","10/19/17",292,"2017","1.5",4,"9",8,"control"
"743","Aramburu South","10/19/17",292,"2017","1.5",4,"9",5,"control"
"744","Aramburu South","10/19/17",292,"2017","2.5",2,"3",26,"control"
"745","Aramburu South","10/19/17",292,"2017","2.5",7,"18",19,"control"
"746","Aramburu South","10/19/17",292,"2017","2.5",7,"18",27,"control"
"747","Aramburu South","10/19/17",292,"2017","2.5",10,"25",27,"control"
"748","Aramburu South","12/17/17",351,"2017","1.5",1,"",9,"control"
"749","Aramburu South","12/17/17",351,"2017","1.5",1,"",6,"control"
"750","Aramburu South","12/17/17",351,"2017","1.5",1,"",5,"control"
"751","Aramburu South","12/17/17",351,"2017","1.5",1,"",12,"control"
"752","Aramburu South","12/17/17",351,"2017","1.5",1,"",11,"control"
"753","Aramburu South","12/17/17",351,"2017","1.5",3,"",25,"control"
"754","Aramburu South","12/17/17",351,"2017","1.5",3,"",5,"control"
"755","Aramburu South","12/17/17",351,"2017","1.5",3,"",6,"control"
"756","Aramburu South","12/17/17",351,"2017","1.5",3,"",6,"control"
"757","Aramburu South","12/17/17",351,"2017","1.5",3,"",8,"control"
"758","Aramburu South","12/17/17",351,"2017","1.5",3,"",7,"control"
"759","Aramburu South","12/17/17",351,"2017","1.5",7,"",6,"control"
"760","Aramburu South","12/17/17",351,"2017","1.5",7,"",23,"control"
"761","Aramburu South","12/17/17",351,"2017","1.5",8,"",9,"control"
"762","Aramburu South","12/17/17",351,"2017","1.5",8,"",5,"control"
"763","Aramburu South","12/17/17",351,"2017","2.5",10,"",27,"control"
"764","Aramburu South","12/17/17",351,"2017","2.5",10,"",24,"control"
"765","Cove","12/4/17",338,"2017","1.5",1,"",24,"control"
"766","Cove","12/4/17",338,"2017","1.5",1,"",13,"control"
"767","Cove","12/4/17",338,"2017","1.5",1,"",12,"control"
"768","Cove","12/4/17",338,"2017","1.5",1,"",25,"control"
"769","Cove","12/4/17",338,"2017","1.5",1,"",14,"control"
"770","Cove","12/4/17",338,"2017","1.5",1,"",23,"control"
"771","Cove","12/4/17",338,"2017","1.5",1,"",7,"control"
"772","Cove","12/4/17",338,"2017","1.5",1,"",23,"control"
"773","Cove","12/4/17",338,"2017","1.5",1,"",20,"control"
"774","Cove","12/4/17",338,"2017","1.5",1,"",12,"control"
"775","Cove","12/4/17",338,"2017","1.5",2,"",14,"control"
"776","Cove","12/4/17",338,"2017","1.5",3,"",11,"control"
"777","Cove","12/4/17",338,"2017","1.5",3,"",11,"control"
"778","Cove","12/4/17",338,"2017","1.5",3,"",7,"control"
"779","Cove","12/4/17",338,"2017","1.5",4,"",19,"control"
"780","Cove","12/4/17",338,"2017","1.5",4,"",18,"control"
"781","Cove","12/4/17",338,"2017","1.5",4,"",19,"control"
"782","Cove","12/4/17",338,"2017","1.5",4,"",20,"control"
"783","Cove","12/4/17",338,"2017","1.5",5,"",7,"control"
"784","Cove","12/4/17",338,"2017","1.5",5,"",7,"control"
"785","Cove","12/4/17",338,"2017","1.5",5,"",7,"control"
"786","Cove","12/4/17",338,"2017","1.5",5,"",5,"control"
"787","Cove","12/4/17",338,"2017","1.5",5,"",8,"control"
"788","Cove","12/4/17",338,"2017","1.5",5,"",5,"control"
"789","Cove","12/4/17",338,"2017","1.5",5,"",11,"control"
"790","Cove","12/4/17",338,"2017","1.5",5,"",12,"control"
"791","Cove","12/4/17",338,"2017","1.5",5,"",12,"control"
"792","Cove","12/4/17",338,"2017","1.5",5,"",6,"control"
"793","Cove","12/4/17",338,"2017","1.5",6,"",25,"control"
"794","Cove","12/4/17",338,"2017","1.5",8,"",22,"control"
"795","Cove","12/4/17",338,"2017","1.5",8,"",8,"control"
"796","Cove","12/4/17",338,"2017","1.5",8,"",21,"control"
"797","Cove","12/4/17",338,"2017","1.5",8,"",12,"control"
"798","Cove","12/4/17",338,"2017","1.5",8,"",7,"control"
"799","Cove","12/4/17",338,"2017","1.5",8,"",8,"control"
"800","Cove","12/4/17",338,"2017","1.5",8,"",6,"control"
"801","Cove","12/4/17",338,"2017","1.5",8,"",5,"control"
"802","Cove","12/4/17",338,"2017","1.5",8,"",6,"control"
"803","Cove","12/4/17",338,"2017","1.5",8,"",6,"control"
"804","Cove","12/4/17",338,"2017","1.5",7,"",10,"control"
"805","Cove","12/4/17",338,"2017","1.5",9,"",9,"control"
"806","Cove","12/4/17",338,"2017","1.5",10,"",3,"control"
"807","Cove","12/4/17",338,"2017","1.5",10,"",4,"control"
"808","Cove","12/4/17",338,"2017","1.5",10,"",8,"control"
"809","Cove","12/4/17",338,"2017","1.5",10,"",7,"control"
"810","Cove","12/4/17",338,"2017","1.5",10,"",24,"control"
"811","Cove","12/4/17",338,"2017","1.5",10,"",13,"control"
"812","Cove","12/4/17",338,"2017","1.5",10,"",8,"control"
"813","Cove","12/4/17",338,"2017","1.5",10,"",11,"control"
"814","Cove","12/4/17",338,"2017","1.5",10,"",9,"control"
"815","Cove","12/4/17",338,"2017","1.5",10,"",9,"control"
"816","Lanis Beach","12/4/17",338,"2017","1.5",1,"",4,"eradication"
"817","Lanis Beach","12/4/17",338,"2017","1.5",1,"",5,"eradication"
"818","Lanis Beach","12/4/17",338,"2017","1.5",1,"",15,"eradication"
"819","Lanis Beach","12/4/17",338,"2017","1.5",1,"",12,"eradication"
"820","Lanis Beach","12/4/17",338,"2017","1.5",1,"",7,"eradication"
"821","Lanis Beach","12/4/17",338,"2017","1.5",1,"",6,"eradication"
"822","Lanis Beach","12/4/17",338,"2017","1.5",1,"",4,"eradication"
"823","Lanis Beach","12/4/17",338,"2017","1.5",1,"",6,"eradication"
"824","Lanis Beach","12/4/17",338,"2017","1.5",1,"",4,"eradication"
"825","Lanis Beach","12/4/17",338,"2017","1.5",1,"",25,"eradication"
"826","Lanis Beach","12/4/17",338,"2017","1.5",2,"",27,"eradication"
"827","Lanis Beach","12/4/17",338,"2017","1.5",2,"",11,"eradication"
"828","Lanis Beach","12/4/17",338,"2017","1.5",2,"",6,"eradication"
"829","Lanis Beach","12/4/17",338,"2017","1.5",2,"",9,"eradication"
"830","Lanis Beach","12/4/17",338,"2017","1.5",2,"",9,"eradication"
"831","Lanis Beach","12/4/17",338,"2017","1.5",2,"",18,"eradication"
"832","Lanis Beach","12/4/17",338,"2017","1.5",2,"",9,"eradication"
"833","Lanis Beach","12/4/17",338,"2017","1.5",2,"",24,"eradication"
"834","Lanis Beach","12/4/17",338,"2017","1.5",2,"",7,"eradication"
"835","Lanis Beach","12/4/17",338,"2017","1.5",2,"",4,"eradication"
"836","Lanis Beach","12/4/17",338,"2017","1.5",3,"",24,"eradication"
"837","Lanis Beach","12/4/17",338,"2017","1.5",3,"",15,"eradication"
"838","Lanis Beach","12/4/17",338,"2017","1.5",3,"",10,"eradication"
"839","Lanis Beach","12/4/17",338,"2017","1.5",3,"",8,"eradication"
"840","Lanis Beach","12/4/17",338,"2017","1.5",3,"",11,"eradication"
"841","Lanis Beach","12/4/17",338,"2017","1.5",3,"",9,"eradication"
"842","Lanis Beach","12/4/17",338,"2017","1.5",3,"",8,"eradication"
"843","Lanis Beach","12/4/17",338,"2017","1.5",3,"",10,"eradication"
"844","Lanis Beach","12/4/17",338,"2017","1.5",3,"",12,"eradication"
"845","Lanis Beach","12/4/17",338,"2017","1.5",3,"",8,"eradication"
"846","Lanis Beach","12/4/17",338,"2017","1.5",8,"",12,"eradication"
"847","Lanis Beach","12/4/17",338,"2017","1.5",8,"",11,"eradication"
"848","Lanis Beach","12/4/17",338,"2017","1.5",8,"",10,"eradication"
"849","Lanis Beach","12/4/17",338,"2017","1.5",8,"",6,"eradication"
"850","Lanis Beach","12/4/17",338,"2017","1.5",8,"",5,"eradication"
"851","Lanis Beach","12/4/17",338,"2017","1.5",8,"",4,"eradication"
"852","Lanis Beach","12/4/17",338,"2017","1.5",10,"",26,"eradication"
"853","Lanis Beach","12/4/17",338,"2017","1.5",10,"",12,"eradication"
"854","Lanis Beach","12/4/17",338,"2017","1.5",10,"",10,"eradication"
"855","Lanis Beach","12/4/17",338,"2017","1.5",10,"",9,"eradication"
"856","Lanis Beach","12/4/17",338,"2017","1.5",10,"",10,"eradication"
"857","Lanis Beach","12/4/17",338,"2017","1.5",10,"",9,"eradication"
"858","Lanis Beach","12/4/17",338,"2017","1.5",10,"",8,"eradication"
"859","Lanis Beach","12/4/17",338,"2017","1.5",10,"",6,"eradication"
"860","Lanis Beach","12/4/17",338,"2017","1.5",10,"",26,"eradication"
"861","Lanis Beach","12/4/17",338,"2017","1.5",10,"",13,"eradication"
"862","Lanis Boulders","12/14/17",348,"2017",NA,1,"",13,"eradication"
"863","Lanis Boulders","12/14/17",348,"2017",NA,1,"",19,"eradication"
"864","Lanis Boulders","12/14/17",348,"2017",NA,1,"",10,"eradication"
"865","Lanis Boulders","12/14/17",348,"2017",NA,1,"",11,"eradication"
"866","Lanis Boulders","12/14/17",348,"2017",NA,1,"",13,"eradication"
"867","Lanis Boulders","12/14/17",348,"2017",NA,1,"",23,"eradication"
"868","Lanis Boulders","12/14/17",348,"2017",NA,1,"",28,"eradication"
"869","Lanis Boulders","12/14/17",348,"2017",NA,1,"",5,"eradication"
"870","Lanis Boulders","12/14/17",348,"2017",NA,1,"",22,"eradication"
"871","Lanis Boulders","12/14/17",348,"2017",NA,1,"",23,"eradication"
"872","Lanis Boulders","12/14/17",348,"2017",NA,1,"",25,"eradication"
"873","Lanis Boulders","12/14/17",348,"2017",NA,3,"",11,"eradication"
"874","Lanis Boulders","12/14/17",348,"2017",NA,4,"",7,"eradication"
"875","Lanis Boulders","12/14/17",348,"2017",NA,4,"",12,"eradication"
"876","Lanis Boulders","12/14/17",348,"2017",NA,7,"",22,"eradication"
"877","Lanis Boulders","12/14/17",348,"2017",NA,7,"",8,"eradication"
"878","Lanis Boulders","12/14/17",348,"2017",NA,7,"",9,"eradication"
"879","Lanis Boulders","12/14/17",348,"2017",NA,8,"",11,"eradication"
"880","Lanis Boulders","12/14/17",348,"2017",NA,8,"",23,"eradication"
"881","Lanis Boulders","12/14/17",348,"2017",NA,8,"",27,"eradication"
"882","Lanis Boulders","12/14/17",348,"2017",NA,8,"",23,"eradication"
"883","Lanis Boulders","12/14/17",348,"2017",NA,8,"",9,"eradication"
"884","Lanis Boulders","12/14/17",348,"2017",NA,8,"",13,"eradication"
"885","Lanis Boulders","12/14/17",348,"2017",NA,8,"",12,"eradication"
"886","Lanis Boulders","12/14/17",348,"2017",NA,8,"",25,"eradication"
"887","Lanis Boulders","12/14/17",348,"2017",NA,8,"",11,"eradication"
"888","Lanis Boulders","12/14/17",348,"2017",NA,8,"",18,"eradication"
"889","Lanis Boulders","12/14/17",348,"2017",NA,9,"",12,"eradication"
"890","Lanis Boulders","12/14/17",348,"2017",NA,9,"",11,"eradication"
"891","Lanis Boulders","12/14/17",348,"2017",NA,9,"",23,"eradication"
"892","Lanis Boulders","12/14/17",348,"2017",NA,9,"",14,"eradication"
"893","Lanis Boulders","12/14/17",348,"2017",NA,9,"",15,"eradication"
"894","Lanis Boulders","12/14/17",348,"2017",NA,9,"",12,"eradication"
"895","Lanis Boulders","12/14/17",348,"2017",NA,9,"",16,"eradication"
"896","Lanis Boulders","12/14/17",348,"2017",NA,9,"",16,"eradication"
"897","Lanis Boulders","12/14/17",348,"2017",NA,9,"",15,"eradication"
"898","Lanis Boulders","12/14/17",348,"2017",NA,9,"",13,"eradication"
"899","Blackies","12/14/17",348,"2017","2.5",3,"",24,"control"
"900","Blackies","12/14/17",348,"2017","2.5",3,"",20,"control"
"901","Blackies","12/14/17",348,"2017","2.5",8,"",24,"control"
"902","Blackies","12/14/17",348,"2017","2.5",8,"",22,"control"
"903","Aramburu Central","12/15/17",349,"2017","1.5",1,"",8,"eradication"
"904","Aramburu Central","12/15/17",349,"2017","1.5",2,"",7,"eradication"
"905","Aramburu Central","12/15/17",349,"2017","1.5",2,"",9,"eradication"
"906","Aramburu Central","12/15/17",349,"2017","1.5",2,"",17,"eradication"
"907","Aramburu Central","12/15/17",349,"2017","1.5",2,"",24,"eradication"
"908","Aramburu Central","12/15/17",349,"2017","1.5",2,"",8,"eradication"
"909","Aramburu Central","12/15/17",349,"2017","1.5",2,"",10,"eradication"
"910","Aramburu Central","12/15/17",349,"2017","1.5",3,"",22,"eradication"
"911","Aramburu Central","12/15/17",349,"2017","1.5",3,"",10,"eradication"
"912","Aramburu Central","12/15/17",349,"2017","1.5",3,"",7,"eradication"
"913","Aramburu Central","12/15/17",349,"2017","1.5",3,"",6,"eradication"
"914","Aramburu Central","12/15/17",349,"2017","1.5",3,"",5,"eradication"
"915","Aramburu Central","12/15/17",349,"2017","1.5",3,"",5,"eradication"
"916","Aramburu Central","12/15/17",349,"2017","1.5",3,"",5,"eradication"
"917","Aramburu Central","12/15/17",349,"2017","1.5",5,"",10,"eradication"
"918","Aramburu Central","12/15/17",349,"2017","1.5",5,"",7,"eradication"
"919","Aramburu Central","12/15/17",349,"2017","1.5",6,"",7,"eradication"
"920","Aramburu Central","12/15/17",349,"2017","1.5",6,"",7,"eradication"
"921","Aramburu Central","12/15/17",349,"2017","1.5",6,"",8,"eradication"
"922","Aramburu Central","12/15/17",349,"2017","1.5",6,"",17,"eradication"
"923","Aramburu Central","12/15/17",349,"2017","1.5",6,"",7,"eradication"
"924","Aramburu Central","12/15/17",349,"2017","1.5",6,"",24,"eradication"
"925","Aramburu Central","12/15/17",349,"2017","1.5",8,"",24,"eradication"
"926","Aramburu Central","12/15/17",349,"2017","1.5",9,"",8,"eradication"
"927","Aramburu Central","12/15/17",349,"2017","2.5",2,"",3,"eradication"
"928","Aramburu Central","12/15/17",349,"2017","2.5",2,"",4,"eradication"
"929","Aramburu Central","12/15/17",349,"2017","2.5",2,"",10,"eradication"
"930","Aramburu Central","12/15/17",349,"2017","2.5",3,"",5,"eradication"
"931","Aramburu Central","12/15/17",349,"2017","2.5",3,"",6,"eradication"
"932","Aramburu Central","12/15/17",349,"2017","2.5",3,"",20,"eradication"
"933","Aramburu Central","12/15/17",349,"2017","2.5",3,"",18,"eradication"
"934","Aramburu Central","12/15/17",349,"2017","2.5",3,"",20,"eradication"
"935","Aramburu Central","12/15/17",349,"2017","2.5",3,"",22,"eradication"
"936","Aramburu Central","12/15/17",349,"2017","2.5",3,"",19,"eradication"
"937","Aramburu Central","12/15/17",349,"2017","2.5",9,"",10,"eradication"
"938","Aramburu Central","12/15/17",349,"2017","2.5",9,"",8,"eradication"
"939","Hilarita","5/2/18",122,"2018","1.5",2,"",10,"control"
"940","Hilarita","5/2/18",122,"2018","1.5",2,"",8,"control"
"941","Hilarita","5/2/18",122,"2018","1.5",3,"",23,"control"
"942","Hilarita","5/2/18",122,"2018","1.5",3,"",27,"control"
"943","Hilarita","5/2/18",122,"2018","1.5",3,"",26,"control"
"944","Hilarita","5/2/18",122,"2018","1.5",5,"",29,"control"
"945","Hilarita","5/2/18",122,"2018","1.5",5,"",21,"control"
"946","Hilarita","5/2/18",122,"2018","1.5",7,"",22,"control"
"947","Hilarita","5/2/18",122,"2018","1.5",8,"",24,"control"
"948","Hilarita","5/2/18",122,"2018","1.5",8,"",25,"control"
"949","Hilarita","5/2/18",122,"2018","1.5",8,"",27,"control"
"950","Hilarita","5/2/18",122,"2018","1.5",8,"",24,"control"
"951","Hilarita","5/2/18",122,"2018","1.5",8,"",25,"control"
"952","Hilarita","5/2/18",122,"2018","1.5",8,"",21,"control"
"953","Hilarita","5/2/18",122,"2018","1.5",10,"",24,"control"
"954","Hilarita","5/2/18",122,"2018","2.5",9,"",25,"control"
"955","Hilarita","5/2/18",122,"2018","2.5",9,"",23,"control"
"956","Hilarita","5/2/18",122,"2018","2.5",9,"",22,"control"
"957","Hilarita","5/2/18",122,"2018","2.5",9,"",21,"control"
"958","Lanis Beach","4/25/18",115,"2018","1.5",1,"",8,"eradication"
"959","Lanis Beach","4/25/18",115,"2018","1.5",1,"",11,"eradication"
"960","Lanis Beach","4/25/18",115,"2018","1.5",1,"",12,"eradication"
"961","Lanis Beach","4/25/18",115,"2018","1.5",1,"",13,"eradication"
"962","Lanis Beach","4/25/18",115,"2018","1.5",7,"",18,"eradication"
"963","Lanis Beach","4/25/18",115,"2018","1.5",7,"",19,"eradication"
"964","Lanis Boulders","4/25/18",115,"2018",NA,1,"",15,"eradication"
"965","Lanis Boulders","4/25/18",115,"2018",NA,1,"",14,"eradication"
"966","Lanis Boulders","4/25/18",115,"2018",NA,1,"",16,"eradication"
"967","Lanis Boulders","4/25/18",115,"2018",NA,2,"",15,"eradication"
"968","Lanis Boulders","4/25/18",115,"2018",NA,2,"",26,"eradication"
"969","Lanis Boulders","4/25/18",115,"2018",NA,2,"",11,"eradication"
"970","Lanis Boulders","4/25/18",115,"2018",NA,2,"",11,"eradication"
"971","Lanis Boulders","4/25/18",115,"2018",NA,2,"",21,"eradication"
"972","Lanis Boulders","4/25/18",115,"2018",NA,2,"",26,"eradication"
"973","Lanis Boulders","4/25/18",115,"2018",NA,2,"",24,"eradication"
"974","Lanis Boulders","4/25/18",115,"2018",NA,2,"",12,"eradication"
"975","Lanis Boulders","4/25/18",115,"2018",NA,2,"",25,"eradication"
"976","Lanis Boulders","4/25/18",115,"2018",NA,2,"",8,"eradication"
"977","Lanis Boulders","4/25/18",115,"2018",NA,3,"",13,"eradication"
"978","Lanis Boulders","4/25/18",115,"2018",NA,3,"",13,"eradication"
"979","Lanis Boulders","4/25/18",115,"2018",NA,3,"",10,"eradication"
"980","Lanis Boulders","4/25/18",115,"2018",NA,3,"",13,"eradication"
"981","Lanis Boulders","4/25/18",115,"2018",NA,3,"",9,"eradication"
"982","Lanis Boulders","4/25/18",115,"2018",NA,3,"",10,"eradication"
"983","Lanis Boulders","4/25/18",115,"2018",NA,3,"",17,"eradication"
"984","Lanis Boulders","4/25/18",115,"2018",NA,3,"",13,"eradication"
"985","Lanis Boulders","4/25/18",115,"2018",NA,3,"",8,"eradication"
"986","Lanis Boulders","4/25/18",115,"2018",NA,4,"",10,"eradication"
"987","Lanis Boulders","4/25/18",115,"2018",NA,4,"",20,"eradication"
"988","Lanis Boulders","4/25/18",115,"2018",NA,4,"",20,"eradication"
"989","Lanis Boulders","4/25/18",115,"2018",NA,4,"",11,"eradication"
"990","Lanis Boulders","4/25/18",115,"2018",NA,4,"",12,"eradication"
"991","Lanis Boulders","4/25/18",115,"2018",NA,4,"",13,"eradication"
"992","Lanis Boulders","4/25/18",115,"2018",NA,4,"",11,"eradication"
"993","Lanis Boulders","4/25/18",115,"2018",NA,4,"",11,"eradication"
"994","Lanis Boulders","4/25/18",115,"2018",NA,4,"",12,"eradication"
"995","Lanis Boulders","4/25/18",115,"2018",NA,4,"",22,"eradication"
"996","Lanis Boulders","4/25/18",115,"2018",NA,4,"",20,"eradication"
"997","Lanis Boulders","4/25/18",115,"2018",NA,4,"",19,"eradication"
"998","Lanis Boulders","4/25/18",115,"2018",NA,4,"",12,"eradication"
"999","Lanis Boulders","4/25/18",115,"2018",NA,4,"",9,"eradication"
"1000","Lanis Boulders","4/25/18",115,"2018",NA,4,"",10,"eradication"
"1001","Lanis Boulders","4/25/18",115,"2018",NA,4,"",11,"eradication"
"1002","Lanis Boulders","4/25/18",115,"2018",NA,5,"",10,"eradication"
"1003","Lanis Boulders","4/25/18",115,"2018",NA,5,"",16,"eradication"
"1004","Lanis Boulders","4/25/18",115,"2018",NA,5,"",9,"eradication"
"1005","Lanis Boulders","4/25/18",115,"2018",NA,5,"",13,"eradication"
"1006","Lanis Boulders","4/25/18",115,"2018",NA,5,"",12,"eradication"
"1007","Lanis Boulders","4/25/18",115,"2018",NA,5,"",10,"eradication"
"1008","Lanis Boulders","4/25/18",115,"2018",NA,5,"",6,"eradication"
"1009","Lanis Boulders","4/25/18",115,"2018",NA,5,"",15,"eradication"
"1010","Lanis Boulders","4/25/18",115,"2018",NA,5,"",10,"eradication"
"1011","Lanis Boulders","4/25/18",115,"2018",NA,5,"",14,"eradication"
"1012","Lanis Boulders","4/25/18",115,"2018",NA,5,"",15,"eradication"
"1013","Lanis Boulders","4/25/18",115,"2018",NA,5,"",9,"eradication"
"1014","Lanis Boulders","4/25/18",115,"2018",NA,5,"",8,"eradication"
"1015","Lanis Boulders","4/25/18",115,"2018",NA,5,"",12,"eradication"
"1016","Lanis Boulders","4/25/18",115,"2018",NA,5,"",11,"eradication"
"1017","Lanis Boulders","4/25/18",115,"2018",NA,5,"",11,"eradication"
"1018","Lanis Boulders","4/25/18",115,"2018",NA,5,"",13,"eradication"
"1019","Lanis Boulders","4/25/18",115,"2018",NA,5,"",7,"eradication"
"1020","Lanis Boulders","4/25/18",115,"2018",NA,6,"",14,"eradication"
"1021","Lanis Boulders","4/25/18",115,"2018",NA,6,"",14,"eradication"
"1022","Lanis Boulders","4/25/18",115,"2018",NA,6,"",11,"eradication"
"1023","Lanis Boulders","4/25/18",115,"2018",NA,6,"",11,"eradication"
"1024","Lanis Boulders","4/25/18",115,"2018",NA,6,"",10,"eradication"
"1025","Lanis Boulders","4/25/18",115,"2018",NA,6,"",12,"eradication"
"1026","Lanis Boulders","4/25/18",115,"2018",NA,7,"",17,"eradication"
"1027","Lanis Boulders","4/25/18",115,"2018",NA,7,"",24,"eradication"
"1028","Lanis Boulders","4/25/18",115,"2018",NA,7,"",20,"eradication"
"1029","Lanis Boulders","4/25/18",115,"2018",NA,7,"",14,"eradication"
"1030","Lanis Boulders","4/25/18",115,"2018",NA,7,"",15,"eradication"
"1031","Lanis Boulders","4/25/18",115,"2018",NA,7,"",10,"eradication"
"1032","Lanis Boulders","4/25/18",115,"2018",NA,7,"",11,"eradication"
"1033","Lanis Boulders","4/25/18",115,"2018",NA,7,"",12,"eradication"
"1034","Lanis Boulders","4/25/18",115,"2018",NA,8,"",17,"eradication"
"1035","Lanis Boulders","4/25/18",115,"2018",NA,8,"",24,"eradication"
"1036","Lanis Boulders","4/25/18",115,"2018",NA,8,"",20,"eradication"
"1037","Lanis Boulders","4/25/18",115,"2018",NA,8,"",14,"eradication"
"1038","Lanis Boulders","4/25/18",115,"2018",NA,8,"",15,"eradication"
"1039","Lanis Boulders","4/25/18",115,"2018",NA,8,"",10,"eradication"
"1040","Lanis Boulders","4/25/18",115,"2018",NA,8,"",11,"eradication"
"1041","Lanis Boulders","4/25/18",115,"2018",NA,8,"",12,"eradication"
"1042","Cove Apts","4/26/18",116,"2018","1.5",1,"",12,"control"
"1043","Cove Apts","4/26/18",116,"2018","1.5",1,"",13,"control"
"1044","Cove Apts","4/26/18",116,"2018","1.5",1,"",9,"control"
"1045","Cove Apts","4/26/18",116,"2018","1.5",1,"",10,"control"
"1046","Cove Apts","4/26/18",116,"2018","1.5",1,"",13,"control"
"1047","Cove Apts","4/26/18",116,"2018","1.5",1,"",10,"control"
"1048","Cove Apts","4/26/18",116,"2018","1.5",1,"",8,"control"
"1049","Cove Apts","4/26/18",116,"2018","1.5",1,"",8,"control"
"1050","Cove Apts","4/26/18",116,"2018","1.5",1,"",9,"control"
"1051","Cove Apts","4/26/18",116,"2018","1.5",1,"",9,"control"
"1052","Cove Apts","4/26/18",116,"2018","1.5",1,"",9,"control"
"1053","Cove Apts","4/26/18",116,"2018","1.5",2,"",9,"control"
"1054","Cove Apts","4/26/18",116,"2018","1.5",2,"",9,"control"
"1055","Cove Apts","4/26/18",116,"2018","1.5",3,"",25,"control"
"1056","Cove Apts","4/26/18",116,"2018","1.5",3,"",11,"control"
"1057","Cove Apts","4/26/18",116,"2018","1.5",3,"",11,"control"
"1058","Cove Apts","4/26/18",116,"2018","1.5",3,"",21,"control"
"1059","Cove Apts","4/26/18",116,"2018","1.5",3,"",28,"control"
"1060","Cove Apts","4/26/18",116,"2018","1.5",3,"",25,"control"
"1061","Cove Apts","4/26/18",116,"2018","1.5",3,"",7,"control"
"1062","Cove Apts","4/26/18",116,"2018","1.5",3,"",24,"control"
"1063","Cove Apts","4/26/18",116,"2018","1.5",3,"",25,"control"
"1064","Cove Apts","4/26/18",116,"2018","1.5",3,"",14,"control"
"1065","Cove Apts","4/26/18",116,"2018","1.5",3,"",9,"control"
"1066","Cove Apts","4/26/18",116,"2018","1.5",3,"",23,"control"
"1067","Cove Apts","4/26/18",116,"2018","1.5",3,"",12,"control"
"1068","Cove Apts","4/26/18",116,"2018","1.5",3,"",27,"control"
"1069","Cove Apts","4/26/18",116,"2018","1.5",3,"",12,"control"
"1070","Cove Apts","4/26/18",116,"2018","1.5",3,"",9,"control"
"1071","Cove Apts","4/26/18",116,"2018","1.5",3,"",10,"control"
