Site,Date,day_of_year,year,Tidal elevation,quadrat number,quad distance,size
Lanis Boulders,4/25/18,115,2018,NA,2,,15
Lanis Boulders,4/25/18,115,2018,NA,2,,26
Lanis Boulders,4/25/18,115,2018,NA,2,,11
Lanis Boulders,4/25/18,115,2018,NA,2,,11
Lanis Boulders,4/25/18,115,2018,NA,2,,21
Lanis Boulders,4/25/18,115,2018,NA,2,,26
Lanis Boulders,4/25/18,115,2018,NA,2,,24
Lanis Boulders,4/25/18,115,2018,NA,2,,12
Lanis Boulders,4/25/18,115,2018,NA,2,,25
Lanis Boulders,4/25/18,115,2018,NA,2,,8
Lanis Boulders,4/25/18,115,2018,NA,3,,13
Lanis Boulders,4/25/18,115,2018,NA,3,,13
Lanis Boulders,4/25/18,115,2018,NA,3,,10
Lanis Boulders,4/25/18,115,2018,NA,3,,13
Lanis Boulders,4/25/18,115,2018,NA,3,,9
Lanis Boulders,4/25/18,115,2018,NA,3,,10
Lanis Boulders,4/25/18,115,2018,NA,3,,17
Lanis Boulders,4/25/18,115,2018,NA,3,,13
Lanis Boulders,4/25/18,115,2018,NA,3,,8
Lanis Boulders,4/25/18,115,2018,NA,4,,10
Lanis Boulders,4/25/18,115,2018,NA,4,,20
Lanis Boulders,4/25/18,115,2018,NA,4,,20
Lanis Boulders,4/25/18,115,2018,NA,4,,11
Lanis Boulders,4/25/18,115,2018,NA,4,,12
Lanis Boulders,4/25/18,115,2018,NA,4,,13
Lanis Boulders,4/25/18,115,2018,NA,4,,11
Lanis Boulders,4/25/18,115,2018,NA,4,,11
Lanis Boulders,4/25/18,115,2018,NA,4,,12
Lanis Boulders,4/25/18,115,2018,NA,4,,22
Lanis Boulders,4/25/18,115,2018,NA,4,,20
Lanis Boulders,4/25/18,115,2018,NA,4,,19
Lanis Boulders,4/25/18,115,2018,NA,4,,12
Lanis Boulders,4/25/18,115,2018,NA,4,,9
Lanis Boulders,4/25/18,115,2018,NA,4,,10
Lanis Boulders,4/25/18,115,2018,NA,4,,11
Lanis Boulders,4/25/18,115,2018,NA,5,,10
Lanis Boulders,4/25/18,115,2018,NA,5,,16
Lanis Boulders,4/25/18,115,2018,NA,5,,9
Lanis Boulders,4/25/18,115,2018,NA,5,,13
Lanis Boulders,4/25/18,115,2018,NA,5,,12
Lanis Boulders,4/25/18,115,2018,NA,5,,10
Lanis Boulders,4/25/18,115,2018,NA,5,,6
Lanis Boulders,4/25/18,115,2018,NA,5,,15
Lanis Boulders,4/25/18,115,2018,NA,5,,10
Lanis Boulders,4/25/18,115,2018,NA,5,,14
Lanis Boulders,4/25/18,115,2018,NA,5,,15
Lanis Boulders,4/25/18,115,2018,NA,5,,9
Lanis Boulders,4/25/18,115,2018,NA,5,,8
Lanis Boulders,4/25/18,115,2018,NA,5,,12
Lanis Boulders,4/25/18,115,2018,NA,5,,11
Lanis Boulders,4/25/18,115,2018,NA,5,,11
Lanis Boulders,4/25/18,115,2018,NA,5,,13
Lanis Boulders,4/25/18,115,2018,NA,5,,7
Lanis Boulders,4/25/18,115,2018,NA,6,,14
Lanis Boulders,4/25/18,115,2018,NA,6,,14
Lanis Boulders,4/25/18,115,2018,NA,6,,11
Lanis Boulders,4/25/18,115,2018,NA,6,,11
Lanis Boulders,4/25/18,115,2018,NA,6,,10
Lanis Boulders,4/25/18,115,2018,NA,6,,12
Lanis Boulders,4/25/18,115,2018,NA,7,,17
Lanis Boulders,4/25/18,115,2018,NA,7,,24
Lanis Boulders,4/25/18,115,2018,NA,7,,20
Lanis Boulders,4/25/18,115,2018,NA,7,,14
Lanis Boulders,4/25/18,115,2018,NA,7,,15
Lanis Boulders,4/25/18,115,2018,NA,7,,10
Lanis Boulders,4/25/18,115,2018,NA,7,,11
Lanis Boulders,4/25/18,115,2018,NA,7,,12
Lanis Boulders,4/25/18,115,2018,NA,8,,17
Lanis Boulders,4/25/18,115,2018,NA,8,,24
Lanis Boulders,4/25/18,115,2018,NA,8,,20
Lanis Boulders,4/25/18,115,2018,NA,8,,14
Lanis Boulders,4/25/18,115,2018,NA,8,,15
Lanis Boulders,4/25/18,115,2018,NA,8,,10
Lanis Boulders,4/25/18,115,2018,NA,8,,11
Lanis Boulders,4/25/18,115,2018,NA,8,,12
Cove Apts,4/26/18,116,2018,1.5,1,,12
Cove Apts,4/26/18,116,2018,1.5,1,,13
Cove Apts,4/26/18,116,2018,1.5,1,,9
Cove Apts,4/26/18,116,2018,1.5,1,,10
Cove Apts,4/26/18,116,2018,1.5,1,,13
Cove Apts,4/26/18,116,2018,1.5,1,,10
Cove Apts,4/26/18,116,2018,1.5,1,,8
Cove Apts,4/26/18,116,2018,1.5,1,,8
Cove Apts,4/26/18,116,2018,1.5,1,,9
Cove Apts,4/26/18,116,2018,1.5,1,,9
Cove Apts,4/26/18,116,2018,1.5,1,,9
Cove Apts,4/26/18,116,2018,1.5,2,,9
Cove Apts,4/26/18,116,2018,1.5,2,,9
Cove Apts,4/26/18,116,2018,1.5,3,,25
Cove Apts,4/26/18,116,2018,1.5,3,,11
Cove Apts,4/26/18,116,2018,1.5,3,,11
Cove Apts,4/26/18,116,2018,1.5,3,,21
Cove Apts,4/26/18,116,2018,1.5,3,,28
Cove Apts,4/26/18,116,2018,1.5,3,,25
Cove Apts,4/26/18,116,2018,1.5,3,,7
Cove Apts,4/26/18,116,2018,1.5,3,,24
Cove Apts,4/26/18,116,2018,1.5,3,,25
Cove Apts,4/26/18,116,2018,1.5,3,,14
Cove Apts,4/26/18,116,2018,1.5,3,,9
Cove Apts,4/26/18,116,2018,1.5,3,,23
Cove Apts,4/26/18,116,2018,1.5,3,,12
Cove Apts,4/26/18,116,2018,1.5,3,,27
Cove Apts,4/26/18,116,2018,1.5,3,,12
Cove Apts,4/26/18,116,2018,1.5,3,,9
Cove Apts,4/26/18,116,2018,1.5,3,,10
Cove Apts,4/26/18,116,2018,1.5,3,,11
Cove Apts,4/26/18,116,2018,1.5,3,,12
Cove Apts,4/26/18,116,2018,1.5,3,,12
Cove Apts,4/26/18,116,2018,1.5,3,,10
Cove Apts,4/26/18,116,2018,1.5,3,,9
Cove Apts,4/26/18,116,2018,1.5,4,,10
Cove Apts,4/26/18,116,2018,1.5,6,,26
Cove Apts,4/26/18,116,2018,1.5,6,,10
Cove Apts,4/26/18,116,2018,1.5,6,,10
Cove Apts,4/26/18,116,2018,1.5,6,,10
Cove Apts,4/26/18,116,2018,1.5,6,,8
Cove Apts,4/26/18,116,2018,1.5,6,,12
Cove Apts,4/26/18,116,2018,1.5,6,,12
Cove Apts,4/26/18,116,2018,1.5,6,,9
Cove Apts,4/26/18,116,2018,1.5,6,,23
Cove Apts,4/26/18,116,2018,1.5,6,,13
Cove Apts,4/26/18,116,2018,1.5,7,,27
Cove Apts,4/26/18,116,2018,1.5,7,,23
Cove Apts,4/26/18,116,2018,1.5,7,,26
Cove Apts,4/26/18,116,2018,1.5,8,,10
Cove Apts,4/26/18,116,2018,1.5,8,,13
Cove Apts,4/26/18,116,2018,1.5,8,,8
Cove Apts,4/26/18,116,2018,1.5,9,,24
Cove Apts,4/26/18,116,2018,1.5,9,,9
Cove Apts,4/26/18,116,2018,1.5,9,,10
Cove Apts,4/26/18,116,2018,1.5,9,,13
Cove Apts,4/26/18,116,2018,1.5,9,,9
Cove Apts,4/26/18,116,2018,1.5,9,,12
Aramburu South,4/24/18,114,2018,1.5,2,,18
Aramburu South,4/24/18,114,2018,1.5,2,,23
Aramburu South,4/24/18,114,2018,1.5,3,,25
Aramburu South,4/24/18,114,2018,1.5,3,,22
Aramburu South,4/24/18,114,2018,1.5,3,,21
Aramburu South,4/24/18,114,2018,1.5,3,,9
Aramburu South,4/24/18,114,2018,1.5,3,,10
Aramburu South,4/24/18,114,2018,1.5,3,,8
Aramburu South,4/24/18,114,2018,1.5,4,,23
Aramburu South,4/24/18,114,2018,1.5,4,,27
Aramburu South,4/24/18,114,2018,1.5,6,,22
Aramburu South,4/24/18,114,2018,1.5,6,,10
Aramburu South,4/24/18,114,2018,1.5,6,,5
Aramburu South,4/24/18,114,2018,1.5,6,,8
Aramburu South,4/24/18,114,2018,1.5,6,,8
Aramburu South,4/24/18,114,2018,1.5,7,,23
Aramburu South,4/24/18,114,2018,1.5,8,,25
Aramburu South,4/24/18,114,2018,1.5,8,,21
Aramburu South,4/24/18,114,2018,1.5,8,,26
Aramburu South,4/24/18,114,2018,1.5,9,,7
Aramburu South,4/24/18,114,2018,1.5,9,,7
Aramburu South,4/24/18,114,2018,1.5,9,,4
Aramburu South,4/24/18,114,2018,1.5,9,,25
Aramburu South,4/24/18,114,2018,1.5,10,,24
Aramburu South,4/24/18,114,2018,1.5,10,,22
Aramburu South,4/24/18,114,2018,1.5,10,,21
Aramburu Central,4/24/18,114,2018,1.5,2,,20
Aramburu Central,4/24/18,114,2018,1.5,2,,22
Aramburu Central,4/24/18,114,2018,1.5,2,,9
Aramburu Central,4/24/18,114,2018,1.5,2,,9
Aramburu Central,4/24/18,114,2018,1.5,3,,16
Aramburu Central,4/24/18,114,2018,1.5,3,,25
Aramburu Central,4/24/18,114,2018,1.5,5,,22
Aramburu Central,4/24/18,114,2018,1.5,6,,23
Aramburu Central,4/24/18,114,2018,1.5,6,,24
Aramburu Central,4/24/18,114,2018,1.5,6,,23
Aramburu Central,4/24/18,114,2018,1.5,6,,23
Aramburu Central,4/24/18,114,2018,1.5,6,,25
Aramburu Central,4/24/18,114,2018,1.5,9,,25
Blackies,5/15/18,135,2018,2,1,,25
Blackies,5/15/18,135,2018,2,1,,24
Blackies,5/15/18,135,2018,2,1,,21
Blackies,5/15/18,135,2018,2,2,,19
Blackies,5/15/18,135,2018,2,2,,24
Blackies,5/15/18,135,2018,2,3,,26
Blackies,5/15/18,135,2018,2,4,,23
Blackies,5/15/18,135,2018,2,4,,20
Blackies,5/15/18,135,2018,2,4,,25
Blackies,5/15/18,135,2018,2,4,,22
Blackies,5/15/18,135,2018,2,4,,23
Blackies,5/15/18,135,2018,2,4,,19
Blackies,5/15/18,135,2018,2,4,,21
Blackies,5/15/18,135,2018,2,5,,22
Blackies,5/15/18,135,2018,2,5,,23
Blackies,5/15/18,135,2018,2,5,,24
Blackies,5/15/18,135,2018,2,5,,24
Blackies,5/15/18,135,2018,2,5,,23
Blackies,5/15/18,135,2018,2,5,,22
Blackies,5/15/18,135,2018,2,5,,23
Blackies,5/15/18,135,2018,2,5,,21
Blackies,5/15/18,135,2018,2,5,,19
Blackies,5/15/18,135,2018,2,6,,28
Blackies,5/15/18,135,2018,2,6,,26
Blackies,5/15/18,135,2018,2,6,,11
Blackies,5/15/18,135,2018,2,10,,11
Lanis Beach,4/25/18,115,2018,2.5,1,,30
Lanis Beach,4/25/18,115,2018,2.5,1,,28
Lanis Beach,4/25/18,115,2018,2.5,1,,25
Aramburu South,4/24/18,114,2018,2.5,2,,27
Aramburu South,4/24/18,114,2018,2.5,2,,27
Aramburu South,4/24/18,114,2018,2.5,2,,24
Aramburu South,4/24/18,114,2018,2.5,2,,7
Aramburu South,4/24/18,114,2018,2.5,7,,24
Aramburu South,4/24/18,114,2018,2.5,7,,9
Aramburu South,4/24/18,114,2018,2.5,8,,22
Aramburu South,4/24/18,114,2018,2.5,9,,21
Aramburu South,4/24/18,114,2018,2.5,9,,20
Aramburu South,4/24/18,114,2018,2.5,9,,10
Aramburu South,4/24/18,114,2018,2.5,9,,7
Aramburu South,4/24/18,114,2018,2.5,9,,21
Aramburu South,4/24/18,114,2018,2.5,9,,23
Aramburu South,4/24/18,114,2018,2.5,9,,10
Aramburu South,4/24/18,114,2018,2.5,9,,11
Aramburu South,4/24/18,114,2018,2.5,9,,25
Aramburu South,4/24/18,114,2018,2.5,9,,11
Aramburu South,4/24/18,114,2018,2.5,10,,10
Aramburu South,4/24/18,114,2018,2.5,10,,27
Aramburu Central,4/24/18,114,2018,2.5,3,,13
Hilarita,5/2/18,122,2018,2.5,9,,25
Hilarita,5/2/18,122,2018,2.5,9,,23
Hilarita,5/2/18,122,2018,2.5,9,,22
Hilarita,5/2/18,122,2018,2.5,9,,21
Hilarita,5/2/18,122,2018,1.5,2,,10
Hilarita,5/2/18,122,2018,1.5,2,,8
Hilarita,5/2/18,122,2018,1.5,3,,23
Hilarita,5/2/18,122,2018,1.5,3,,27
Hilarita,5/2/18,122,2018,1.5,3,,26
Hilarita,5/2/18,122,2018,1.5,5,,29
Hilarita,5/2/18,122,2018,1.5,5,,21
Hilarita,5/2/18,122,2018,1.5,7,,22
Hilarita,5/2/18,122,2018,1.5,8,,24
Hilarita,5/2/18,122,2018,1.5,8,,25
Hilarita,5/2/18,122,2018,1.5,8,,27
Hilarita,5/2/18,122,2018,1.5,8,,24
Hilarita,5/2/18,122,2018,1.5,8,,25
Hilarita,5/2/18,122,2018,1.5,8,,21
Hilarita,5/2/18,122,2018,1.5,10,,24
Aramburu Central,5/16/18,136,2018,0.8,1,,8
Aramburu Central,5/16/18,136,2018,0.8,1,,9
Aramburu Central,5/16/18,136,2018,0.8,1,,18
Aramburu Central,5/16/18,136,2018,0.8,1,,13
Aramburu Central,5/16/18,136,2018,0.8,1,,11
Aramburu Central,5/16/18,136,2018,0.8,2,,25
Aramburu Central,5/16/18,136,2018,0.8,2,,21
Aramburu Central,5/16/18,136,2018,0.8,3,,7
Aramburu Central,5/16/18,136,2018,0.8,4,,8
Aramburu Central,5/16/18,136,2018,0.8,4,,22
Aramburu Central,5/16/18,136,2018,0.8,4,,22
Aramburu Central,5/16/18,136,2018,0.8,4,,22
Aramburu Central,5/16/18,136,2018,0.8,4,,21
Aramburu Central,5/16/18,136,2018,0.8,4,,10
Aramburu Central,5/16/18,136,2018,0.8,5,,20
Aramburu Central,5/16/18,136,2018,0.8,6,,23
Aramburu Central,5/16/18,136,2018,0.8,6,,24
Aramburu Central,5/16/18,136,2018,0.8,7,,10
Aramburu Central,5/16/18,136,2018,0.8,8,,24
Aramburu Central,5/16/18,136,2018,0.8,8,,22
Aramburu Central,5/16/18,136,2018,0.8,8,,23
Aramburu Central,5/16/18,136,2018,0.8,8,,23
Aramburu Central,5/16/18,136,2018,0.8,8,,25
Aramburu Central,5/16/18,136,2018,0.8,8,,25
Aramburu Central,5/16/18,136,2018,0.8,8,,25
Aramburu Central,5/16/18,136,2018,0.8,8,,25
Aramburu Central,5/16/18,136,2018,0.8,8,,7
Aramburu Central,5/16/18,136,2018,0.8,8,,21
Aramburu Central,5/16/18,136,2018,0.8,8,,21
Aramburu Central,5/16/18,136,2018,0.8,8,,25
Aramburu Central,5/16/18,136,2018,0.8,8,,8
Aramburu Central,5/16/18,136,2018,0.8,9,,11
Aramburu Central,5/16/18,136,2018,0.8,9,,23
Aramburu Central,5/16/18,136,2018,0.8,10,,8
Aramburu Central,5/16/18,136,2018,0.8,10,,21
Aramburu South,5/16/18,136,2018,0.8,2,,22
Aramburu South,5/16/18,136,2018,0.8,2,,21
Aramburu South,5/16/18,136,2018,0.8,2,,24
Aramburu South,5/16/18,136,2018,0.8,2,,27
Aramburu South,5/16/18,136,2018,0.8,2,,8
Aramburu South,5/16/18,136,2018,0.8,2,,10
Aramburu South,5/16/18,136,2018,0.8,2,,7
Aramburu South,5/16/18,136,2018,0.8,4,,26
Aramburu South,5/16/18,136,2018,0.8,4,,24
Aramburu South,5/16/18,136,2018,0.8,4,,23
Aramburu South,5/16/18,136,2018,0.8,4,,23
Aramburu South,5/16/18,136,2018,0.8,4,,24
Aramburu South,5/16/18,136,2018,0.8,4,,19
Aramburu South,5/16/18,136,2018,0.8,4,,10
Aramburu South,5/16/18,136,2018,0.8,4,,16
Aramburu South,5/16/18,136,2018,0.8,4,,10
Aramburu South,5/16/18,136,2018,0.8,4,,9
Aramburu South,5/16/18,136,2018,0.8,4,,8
Aramburu South,5/16/18,136,2018,0.8,5,,9
Aramburu South,5/16/18,136,2018,0.8,5,,11
Aramburu South,5/16/18,136,2018,0.8,5,,10
Aramburu South,5/16/18,136,2018,0.8,5,,8
Aramburu South,5/16/18,136,2018,0.8,7,,24
Aramburu South,5/16/18,136,2018,0.8,7,,24
Aramburu South,5/16/18,136,2018,0.8,7,,10
Aramburu South,5/16/18,136,2018,0.8,7,,25
Aramburu South,5/16/18,136,2018,0.8,7,,26
Aramburu South,5/16/18,136,2018,0.8,7,,24
Aramburu South,5/16/18,136,2018,0.8,7,,9
Aramburu South,5/16/18,136,2018,0.8,7,,18
Aramburu South,5/16/18,136,2018,0.8,7,,22
Aramburu South,5/16/18,136,2018,0.8,7,,9
Aramburu South,5/16/18,136,2018,0.8,6,,28
Aramburu South,5/16/18,136,2018,0.8,6,,24
Aramburu South,5/16/18,136,2018,0.8,6,,24
Aramburu South,5/16/18,136,2018,0.8,6,,23
Aramburu South,5/16/18,136,2018,0.8,6,,23
Aramburu South,5/16/18,136,2018,0.8,6,,22
Aramburu South,5/16/18,136,2018,0.8,6,,12
Aramburu South,5/16/18,136,2018,0.8,6,,9
Aramburu South,5/16/18,136,2018,0.8,6,,10
Aramburu South,5/16/18,136,2018,0.8,6,,25
Aramburu South,5/16/18,136,2018,0.8,8,,24
Aramburu South,5/16/18,136,2018,0.8,8,,13
Aramburu South,5/16/18,136,2018,0.8,9,,10
Aramburu South,5/16/18,136,2018,0.8,9,,26
Aramburu South,5/16/18,136,2018,0.8,9,,24
Aramburu South,5/16/18,136,2018,0.8,9,,23
Aramburu South,5/16/18,136,2018,0.8,9,,24
Aramburu South,5/16/18,136,2018,0.8,9,,25
Aramburu South,5/16/18,136,2018,0.8,9,,24
Aramburu South,5/16/18,136,2018,0.8,9,,23
Aramburu South,5/16/18,136,2018,0.8,9,,24
Aramburu South,5/16/18,136,2018,0.8,9,,23
Aramburu South,5/16/18,136,2018,0.8,10,,25
Aramburu South,5/16/18,136,2018,0.8,10,,25
Aramburu South,7/14/18,195,2018,1.5,2,,28
Aramburu South,7/14/18,195,2018,1.5,2,,29
Aramburu South,7/14/18,195,2018,1.5,6,,14
Aramburu South,7/14/18,195,2018,1.5,6,,19
Aramburu South,7/14/18,195,2018,1.5,7,,15
Aramburu South,7/14/18,195,2018,1.5,8,,22
Aramburu South,7/14/18,195,2018,1.5,8,,9
Aramburu South,7/14/18,195,2018,1.5,8,,8
Aramburu South,7/14/18,195,2018,1.5,9,,8
Aramburu South,7/14/18,195,2018,1.5,9,,11
Aramburu South,7/14/18,195,2018,1.5,9,,11
Aramburu South,7/14/18,195,2018,1.5,9,,19
Aramburu South,7/14/18,195,2018,1.5,9,,12
Aramburu South,7/14/18,195,2018,1.5,9,,9
Aramburu South,7/14/18,195,2018,1.5,9,,6
Aramburu South,7/14/18,195,2018,1.5,9,,21
Aramburu South,7/14/18,195,2018,1.5,9,,9
Aramburu South,7/14/18,195,2018,1.5,9,,7
Aramburu South,7/14/18,195,2018,1.5,10,,9
Aramburu South,7/14/18,195,2018,1.5,10,,11
Aramburu South,7/14/18,195,2018,1.5,10,,9
Aramburu South,7/14/18,195,2018,1.5,10,,11
Aramburu South,7/14/18,195,2018,1.5,10,,11
Aramburu South,7/28/18,209,2018,2.5,1,,24
Aramburu South,7/28/18,209,2018,2.5,1,,23
Aramburu South,7/28/18,209,2018,2.5,1,,21
Aramburu South,7/28/18,209,2018,2.5,1,,23
Aramburu South,7/28/18,209,2018,2.5,3,,24
Aramburu South,7/28/18,209,2018,2.5,3,,25
Aramburu South,7/28/18,209,2018,2.5,3,,24
Aramburu South,7/28/18,209,2018,2.5,5,,21
Aramburu South,7/28/18,209,2018,2.5,8,,21
Aramburu South,7/28/18,209,2018,2.5,8,,23
Aramburu South,7/28/18,209,2018,2.5,8,,25
Aramburu South,7/28/18,209,2018,2.5,8,,21
Aramburu South,7/28/18,209,2018,2.5,8,,24
Aramburu South,7/28/18,209,2018,2.5,8,,19
Aramburu South,7/28/18,209,2018,2.5,10,,24
Aramburu South,7/28/18,209,2018,2.5,10,,23
Aramburu South,7/28/18,209,2018,2.5,10,,21
Aramburu South,7/28/18,209,2018,2.5,10,,21
Aramburu South,7/28/18,209,2018,2.5,10,,24
Aramburu South,7/28/18,209,2018,2.5,10,,14
Aramburu South,7/28/18,209,2018,2.5,10,,16
Aramburu South,7/28/18,209,2018,2.5,10,,13
Aramburu South,7/28/18,209,2018,2.5,10,,22
Aramburu South,7/28/18,209,2018,2.5,10,,17
Aramburu Central,7/14/18,195,2018,1.5,1,,10
Aramburu Central,7/14/18,195,2018,1.5,1,,22
Aramburu Central,7/14/18,195,2018,1.5,1,,8
Aramburu Central,7/14/18,195,2018,1.5,1,,8
Aramburu Central,7/14/18,195,2018,1.5,1,,7
Aramburu Central,7/14/18,195,2018,1.5,2,,24
Aramburu Central,7/14/18,195,2018,1.5,2,,24
Aramburu Central,7/14/18,195,2018,1.5,2,,25
Aramburu Central,7/14/18,195,2018,1.5,2,,9
Aramburu Central,7/14/18,195,2018,1.5,2,,10
Aramburu Central,7/14/18,195,2018,1.5,2,,10
Aramburu Central,7/14/18,195,2018,1.5,2,,21
Aramburu Central,7/14/18,195,2018,1.5,3,,27
Aramburu Central,7/14/18,195,2018,1.5,3,,8
Aramburu Central,7/14/18,195,2018,1.5,3,,7
Aramburu Central,7/14/18,195,2018,1.5,3,,8
Aramburu Central,7/14/18,195,2018,1.5,4,,10
Aramburu Central,7/14/18,195,2018,1.5,4,,7
Aramburu Central,7/14/18,195,2018,1.5,5,,9
Aramburu Central,7/14/18,195,2018,1.5,5,,26
Aramburu Central,7/14/18,195,2018,1.5,5,,24
Aramburu Central,7/14/18,195,2018,1.5,5,,22
Aramburu Central,7/14/18,195,2018,1.5,5,,23
Aramburu Central,7/14/18,195,2018,1.5,5,,23
Aramburu Central,7/14/18,195,2018,1.5,5,,22
Aramburu Central,7/14/18,195,2018,1.5,5,,24
Aramburu Central,7/14/18,195,2018,1.5,5,,21
Aramburu Central,7/14/18,195,2018,1.5,6,,11
Aramburu Central,7/14/18,195,2018,1.5,6,,8
Aramburu Central,7/14/18,195,2018,1.5,6,,22
Aramburu Central,7/14/18,195,2018,1.5,7,,11
Aramburu Central,7/14/18,195,2018,1.5,7,,13
Aramburu Central,7/14/18,195,2018,1.5,7,,10
Aramburu Central,7/14/18,195,2018,1.5,8,,22
Aramburu Central,7/14/18,195,2018,1.5,8,,22
Aramburu Central,7/14/18,195,2018,1.5,9,,7
Aramburu Central,7/14/18,195,2018,1.5,9,,14
Aramburu Central,7/14/18,195,2018,1.5,4,,10
Aramburu Central,7/14/18,195,2018,1.5,4,,24
Aramburu Central,7/14/18,195,2018,1.5,4,,22
Aramburu Central,7/14/18,195,2018,1.5,4,,28
Aramburu Central,7/14/18,195,2018,2.5,4,,14
Aramburu Central,7/14/18,195,2018,2.5,5,,24
Aramburu Central,7/14/18,195,2018,2.5,5,,17
Aramburu Central,7/14/18,195,2018,2.5,7,,17
Aramburu Central,7/14/18,195,2018,2.5,9,,12
Cove Apts,7/17/18,198,2018,1.5,1,,25
Cove Apts,7/17/18,198,2018,1.5,1,,28
Cove Apts,7/17/18,198,2018,1.5,1,,11
Cove Apts,7/17/18,198,2018,1.5,1,,12
Cove Apts,7/17/18,198,2018,1.5,1,,12
Cove Apts,7/17/18,198,2018,1.5,1,,11
Cove Apts,7/17/18,198,2018,1.5,1,,9
Cove Apts,7/17/18,198,2018,1.5,2,,9
Cove Apts,7/17/18,198,2018,1.5,2,,11
Cove Apts,7/17/18,198,2018,1.5,2,,12
Cove Apts,7/17/18,198,2018,1.5,2,,11
Cove Apts,7/17/18,198,2018,1.5,2,,10
Cove Apts,7/17/18,198,2018,1.5,2,,5
Cove Apts,7/17/18,198,2018,1.5,2,,13
Cove Apts,7/17/18,198,2018,1.5,3,,23
Cove Apts,7/17/18,198,2018,1.5,3,,3
Cove Apts,7/17/18,198,2018,1.5,3,,24
Cove Apts,7/17/18,198,2018,1.5,3,,7
Cove Apts,7/17/18,198,2018,1.5,3,,12
Cove Apts,7/17/18,198,2018,1.5,3,,11
Cove Apts,7/17/18,198,2018,1.5,3,,9
Cove Apts,7/17/18,198,2018,1.5,3,,8
Cove Apts,7/17/18,198,2018,1.5,3,,9
Cove Apts,7/17/18,198,2018,1.5,3,,2
Cove Apts,7/17/18,198,2018,1.5,4,,6
Cove Apts,7/17/18,198,2018,1.5,4,,3
Cove Apts,7/17/18,198,2018,1.5,4,,11
Cove Apts,7/17/18,198,2018,1.5,4,,3
Cove Apts,7/17/18,198,2018,1.5,5,,25
Cove Apts,7/17/18,198,2018,1.5,5,,15
Cove Apts,7/17/18,198,2018,1.5,5,,10
Cove Apts,7/17/18,198,2018,1.5,5,,11
Cove Apts,7/17/18,198,2018,1.5,5,,8
Cove Apts,7/17/18,198,2018,1.5,5,,8
Cove Apts,7/17/18,198,2018,1.5,5,,7
Cove Apts,7/17/18,198,2018,1.5,5,,11
Cove Apts,7/17/18,198,2018,1.5,5,,10
Cove Apts,7/17/18,198,2018,1.5,6,,22
Cove Apts,7/17/18,198,2018,1.5,6,,9
Cove Apts,7/17/18,198,2018,1.5,6,,11
Cove Apts,7/17/18,198,2018,1.5,6,,10
Cove Apts,7/17/18,198,2018,1.5,6,,8
Cove Apts,7/17/18,198,2018,1.5,6,,10
Cove Apts,7/17/18,198,2018,1.5,6,,6
Cove Apts,7/17/18,198,2018,1.5,6,,6
Cove Apts,7/17/18,198,2018,1.5,6,,8
Cove Apts,7/17/18,198,2018,1.5,6,,10
Cove Apts,7/17/18,198,2018,1.5,7,,14
Cove Apts,7/17/18,198,2018,1.5,7,,9
Cove Apts,7/17/18,198,2018,1.5,8,,16
Cove Apts,7/17/18,198,2018,1.5,8,,5
Cove Apts,7/17/18,198,2018,1.5,8,,11
Cove Apts,7/17/18,198,2018,1.5,8,,10
Cove Apts,7/17/18,198,2018,1.5,9,,28
Cove Apts,7/17/18,198,2018,1.5,9,,9
Cove Apts,7/17/18,198,2018,1.5,9,,11
Cove Apts,7/17/18,198,2018,1.5,9,,9
Cove Apts,7/17/18,198,2018,1.5,9,,12
Cove Apts,7/17/18,198,2018,1.5,9,,10
Cove Apts,7/17/18,198,2018,1.5,9,,8
Cove Apts,7/17/18,198,2018,1.5,9,,20
Cove Apts,7/17/18,198,2018,1.5,10,,22
Cove Apts,7/17/18,198,2018,1.5,10,,8
Cove Apts,7/17/18,198,2018,1.5,10,,8
Cove Apts,7/17/18,198,2018,1.5,10,,11
Cove Apts,7/17/18,198,2018,1.5,10,,11
Cove Apts,7/17/18,198,2018,1.5,10,,13
Cove Apts,7/17/18,198,2018,1.5,10,,8
Cove Apts,7/17/18,198,2018,1.5,10,,7
Cove Apts,7/17/18,198,2018,1.5,10,,11
Cove Apts,7/17/18,198,2018,1.5,10,,9
Cove Apts,7/17/18,198,2018,2.5,1,,13
Cove Apts,7/17/18,198,2018,2.5,1,,17
Cove Apts,7/17/18,198,2018,2.5,1,,14
Cove Apts,7/17/18,198,2018,2.5,1,,14
Cove Apts,7/17/18,198,2018,2.5,1,,13
Cove Apts,7/17/18,198,2018,2.5,1,,14
Cove Apts,7/17/18,198,2018,2.5,1,,8
Cove Apts,7/17/18,198,2018,2.5,1,,15
Cove Apts,7/17/18,198,2018,2.5,2,,9
Cove Apts,7/17/18,198,2018,2.5,2,,13
Cove Apts,7/17/18,198,2018,2.5,2,,14
Cove Apts,7/17/18,198,2018,2.5,2,,17
Cove Apts,7/17/18,198,2018,2.5,2,,13
Cove Apts,7/17/18,198,2018,2.5,3,,27
Cove Apts,7/17/18,198,2018,2.5,4,,17
Cove Apts,7/17/18,198,2018,2.5,4,,9
Hilarita,7/26/18,207,2018,1.5,2,,11
Hilarita,7/26/18,207,2018,1.5,3,,12
Hilarita,7/26/18,207,2018,1.5,3,,23
Hilarita,7/26/18,207,2018,1.5,3,,19
